userid;bookid
375868.0;477250
375871.0;439985
375872.0;408041
375875.0;435235,429526
375876.0;399565,409598
375877.0;429699
375879.0;416677,416677,416677,440047,440047,440047,439818,443102,443104,443103
375883.0;495145
375886.0;463239
375889.0;475840,439425
375890.0;438933,439155,416677,445127
375903.0;399565,409598
375904.0;487643,487643,510780,483550
375908.0;442682,401203
375917.0;482365
375937.0;418178
375941.0;440351,440567,439001,439001,439000,440565,464017
375942.0;404484
375945.0;440357
375955.0;439986,439986,442821,439977,439977,439985,442815
375960.0;414225
375966.0;432679
375969.0;407026
375972.0;502806
375978.0;484839,484839
375984.0;414115,413975
375992.0;421483
375997.0;507634
375998.0;418178,429332
376002.0;495120
376004.0;438933,439155
376005.0;439155,440047
376008.0;403918
376015.0;467580
376017.0;417745
376023.0;420537
376026.0;505385
376029.0;483446
376048.0;476366,504592
376052.0;442783
376057.0;470333
376058.0;438899,415204
376067.0;509122
376073.0;487672,502062
376076.0;414607
376081.0;452156
376084.0;486656,483109
376091.0;438933,439155,416677,445127,468913
376094.0;454040,477747
376096.0;440130
376102.0;438933,440017
376109.0;438933,440017
376115.0;404040,409868
376120.0;438933,440017
376126.0;400836
376127.0;438933,438933,440017,440017
376130.0;438933,440017
376142.0;444653
376148.0;446496,491855,448585,485865
376149.0;460185
376158.0;417288
376166.0;483943,457453,457453
376167.0;493026
376169.0;408484,428729
376173.0;498823
376179.0;438952
376183.0;407986
376186.0;443117,440041,443109,440042
376187.0;483618
376195.0;487278
376196.0;471707
376202.0;417102
376205.0;443117,406678,406678,406678,442842,442844,439821,439822,443109,439736,439736,443116,408848
376212.0;452483
376216.0;477424
376221.0;442681,439000,442706,439020,442704,439019
376224.0;439810
376227.0;425959
376230.0;489130,455968,438519
376231.0;438933,439155,416677,445127
376233.0;488418
376235.0;443152,443151,443164,443154,443153,443156,443155,443157,443162
376240.0;477845
376246.0;413087,437415,430124
376250.0;484081
376252.0;422844,401711,400865,431828
376255.0;442801,439146,442800,443155,422462,442798
376258.0;407277,407287,407327,491761,407314
376279.0;442801,439146,442800,439149,442797,442798
376293.0;461364
376298.0;400032,497859,499207
376310.0;438933,438933,439155,439155,416677,416677,445127,445127
376311.0;448438
376325.0;429708
376328.0;438445
376330.0;418524
376340.0;438933,439155,416677,445127
376342.0;438933,438933,439155,439155,416677,416677,445127,445127
376345.0;402071
376346.0;481196
376347.0;433943
376360.0;464867
376361.0;471968,406544,441291,503033,454962
376363.0;416976
376365.0;442836
376368.0;442683,439760,439761,407087
376369.0;443266
376373.0;442201
376376.0;474988
376377.0;477569
376378.0;453730
376381.0;402615
376388.0;430014
376391.0;442845
376401.0;427418
376404.0;491855,483943,434627
376416.0;439139
376418.0;411672
376432.0;442840,439149,442671,440228,401683
376433.0;422558
376434.0;438933,439155,416677,445127,439138
376436.0;442908,437217
376437.0;460315
376443.0;408889
376446.0;439828,439829
376450.0;418072,418072
376451.0;443263
376452.0;442672
376455.0;442670
376459.0;443152,443151,443164,443154,443153,443156,443155,443157,443162
376464.0;504763
376467.0;442676
376471.0;509997
376474.0;421318,412388
376477.0;443164,440999,443162,442803,403527
376484.0;452948
376500.0;463484
376502.0;406678,406678,442842,442843,439736
376514.0;423114
376519.0;442905
376545.0;439731,442701,442701,442703,442702
376546.0;460605
376557.0;400535
376576.0;458116
376579.0;442819
376588.0;405133
376589.0;510913
376605.0;435787
376609.0;439011
376610.0;439738
376614.0;478038
376624.0;448438
376637.0;399065
376642.0;400114
376648.0;448088
376657.0;410492
376674.0;490423
376681.0;460315
376683.0;439155
376691.0;442701
376693.0;439825,434368,429234,403789
376696.0;502205
376699.0;439738
376700.0;402016
376701.0;419597
376702.0;438933,439741,442845,442846,475083
376722.0;403070
376725.0;414366
376742.0;442771,442761,443559
376754.0;475677,431449
376755.0;475667,443277,439846,439847,443275,443281
376760.0;442677
376764.0;509424,449075,422911
376772.0;425827
376774.0;438933
376780.0;438933,438933,438933,438933,439155,439155,439155,439155,416678,416678,416678,416678,445127,445127,445127,445127,439858,439858,439858,439858,440040,440040,440040,440040,450631,413204,480110
376782.0;438933,438933,438933,438933,439155,439155,439155,439155,416678,416678,416678,416678,445127,445127,445127,445127,439858,439858,439858,439858,440040,440040,440040,440040
376784.0;491574
376786.0;405167,428746,424480
376787.0;442698
376791.0;442681,439761,439761,442908,439000,494716,510432,462322
376795.0;442842,442843,440041,443109,440999,440042,440042,405023,474230
376800.0;439146,422462
376807.0;443263,443266
376809.0;401674
376811.0;401674
376812.0;420085
376816.0;401711,414589,401674
376817.0;465481
376828.0;458953
376833.0;435974
376842.0;433823
376845.0;485026
376851.0;468142
376861.0;505459
376877.0;401488
376878.0;439986
376885.0;466635
376889.0;488051
376893.0;448281
376897.0;445516
376899.0;400287
376902.0;438933,416677
376904.0;432256
376910.0;461715,489739,489739
376927.0;407197
376931.0;438933,416677
376938.0;438933,416677
376955.0;439841,439840,443039,439139,438902,411146,426226
376956.0;495154
376973.0;464410
376978.0;419149
376993.0;423467
376997.0;439644
376998.0;458337
377005.0;472568
377006.0;435513
377011.0;446577
377014.0;442682
377020.0;495837
377024.0;400367
377025.0;509868
377035.0;443178,439833
377039.0;435974
377042.0;439828,443134,443130
377048.0;432256
377049.0;403918
377054.0;421052
377059.0;434208
377067.0;455056,455056
377074.0;483727
377075.0;465648
377080.0;429469
377099.0;442563
377100.0;435255,503159,508946,503305,508509
377113.0;508075
377115.0;442896,439151,440646
377118.0;417118
377121.0;467796
377128.0;422414,422414
377131.0;493445
377136.0;443501
377138.0;438933,483860,458116,483832,421442
377139.0;453256
377167.0;407204
377169.0;405019,440860
377172.0;438933,432256,399966,423858,448907,441739
377174.0;409807
377176.0;452365
377190.0;450443
377195.0;431060
377205.0;416677,440676
377210.0;424488
377214.0;439724
377219.0;458866
377220.0;505502
377221.0;461447,492331,441496
377222.0;439047
377223.0;442700
377230.0;497022
377240.0;492331,441496
377241.0;438933,416679,445127
377253.0;494501
377257.0;401162
377263.0;443102
377269.0;408908
377271.0;493522
377286.0;437003
377293.0;440034,440676
377295.0;507938,464121
377305.0;438933,399663
377312.0;489253,445269
377321.0;407062
377322.0;476366,444349,458329
377329.0;479295
377335.0;409954
377339.0;436339
377348.0;420587,420494,420924
377350.0;450715
377355.0;447138
377359.0;427399
377363.0;467031
377364.0;403603,440646
377368.0;491333,466100
377370.0;443447
377376.0;469742
377377.0;438933,439155,416677,442971,442971,442973,447139,408836
377381.0;438933,439155,439155,416677,416677,442893,447138
377395.0;402284
377396.0;407650
377397.0;443125,442846,443127,439740
377409.0;404616,404616
377414.0;479038
377418.0;439840,439037
377423.0;441877
377433.0;475739
377434.0;489372
377440.0;416677,440034,440676
377451.0;495204,407259
377457.0;439155
377458.0;420219
377465.0;452739
377473.0;439010,508668
377479.0;496499
377484.0;462478
377488.0;412408
377494.0;439750,414746
377497.0;403134
377498.0;481736
377502.0;428669
377503.0;404522
377507.0;468634,471464
377508.0;435159
377513.0;417144
377514.0;439645,442896
377529.0;421041,461274
377545.0;442884
377552.0;432140
377563.0;442248
377567.0;425875,413588,403819,440072
377575.0;420966
377579.0;437719,450113,450113
377584.0;442897,408277,498802
377585.0;438384,411452
377590.0;423315
377595.0;435787
377596.0;402071
377604.0;420421
377608.0;432563
377617.0;492331,441496
377639.0;483302
377651.0;445510
377655.0;459457
377657.0;509459
377668.0;443175
377689.0;443135
377699.0;439874
377702.0;479121
377735.0;477545
377737.0;399815
377739.0;424776
377753.0;430904
377769.0;440692
377771.0;441990
377777.0;455000
377791.0;439712,439713,442790,442791
377796.0;420789
377798.0;437021
377800.0;399486
377817.0;428087
377820.0;446883
377828.0;409023
377829.0;439138
377844.0;471398,476959
377845.0;452574
377846.0;429239
377885.0;492730
377889.0;404420,463029
377896.0;438949
377906.0;406075
377908.0;411073
377920.0;447502,415013,480821,485658
377931.0;417745
377932.0;407087
377933.0;443559
377936.0;433823
377947.0;439826,443124,443127
377950.0;440646
377952.0;412992
377955.0;422406,456864
377961.0;451182,501793
377980.0;471857
377997.0;452574
378011.0;439756,442897,440351,442696,442898,404236,433813
378025.0;418076,414397
378058.0;463572
378064.0;415867,443605,453273,472568,418175
378075.0;461603
378078.0;464378
378080.0;477706
378081.0;443910
378084.0;492696
378087.0;479709,479709,474277
378090.0;463078
378093.0;447120,447121
378096.0;448914,443431,420327
378104.0;477273
378109.0;416677,416677,416677,440047,440047,440047,439836,447137,447139,447138,435746
378111.0;430875,422431
378116.0;405735
378121.0;416677,440047
378123.0;410915
378131.0;467908
378132.0;443102
378151.0;439818,439818,501049,501049
378154.0;452483
378155.0;470041
378158.0;442142,442142,471968,406544,493684
378160.0;452483
378168.0;442846,412607,406845,439740
378173.0;430875
378174.0;483117
378175.0;433044,447814
378183.0;474976
378187.0;458639
378188.0;451070
378192.0;506898
378205.0;483051
378208.0;501593
378211.0;418178
378212.0;473212
378223.0;439010
378224.0;411523
378226.0;416677
378230.0;420413,449712
378234.0;504088
378238.0;450057,488453
378245.0;507899
378248.0;439982,439970,439990,442811,442820,439986,442821,439987,439985,442815,439980,439980
378260.0;471013
378266.0;475370
378267.0;425945
378274.0;418805,422240,429748
378280.0;486699,491412,486995
378281.0;449034,430154
378283.0;467580,441422
378288.0;421979
378289.0;460502
378290.0;452051,449870
378291.0;442681,439000,401221,401183,401206,401208
378309.0;428848
378312.0;411167,411167,465602,407536,453703,453703,468420,438322,438322,438322,434102,434102
378319.0;439743
378320.0;439826,443152,443156,443155,443157,440813,417767
378321.0;411167,443838,416629,402854,407536,423347
378326.0;477009,455114,431176,416629,416629,468420,423347,497852,402035,446692,447366
378327.0;417716
378334.0;442729,442723,442739
378344.0;442738
378348.0;405237,405237,405237,409369,409369,411497,407536,406128,434102,402035,447366
378349.0;439756,442771,442898
378352.0;439645
378355.0;464706,464706,464706,443838,443838,443838,443838,491594,491594,491594,465602,407536,407536,423347,434102,434102
378358.0;459195
378361.0;458270,450057,403622
378363.0;464611,417464,479936,479517,483355
378365.0;438939,438938,438937
378368.0;436146
378369.0;464706,443838,491594,416629,465602,407536,407536
378370.0;438997,442678,442679,442680
378372.0;405685,405685,477009,448181,406128,446692
378375.0;452175
378377.0;405237,409369,443838,477009,411497,407536,407536,453703,423347,402035,447366
378379.0;443838,443838,405685,416629,402854,468420,423347,402035,402035,446692,447366
378385.0;424776
378386.0;405685,477009,477009,402854,468420,423347,406128,402035,446692,447366
378389.0;442718
378390.0;411656,478038
378391.0;483311
378399.0;438933,439155,445127,440761
378400.0;453833
378412.0;462892
378417.0;438463
378421.0;439712,442790
378422.0;439649,402052,411174
378424.0;459629
378425.0;486564
378427.0;411656
378435.0;407669,451371,468702,469106
378437.0;401591
378450.0;442465
378452.0;400529
378455.0;440034
378459.0;493519
378463.0;464645,474082
378464.0;418512
378476.0;483688
378488.0;443838,405685,411497,411497,416629,465602,485835,448181,448181,407536
378507.0;500504
378515.0;435960,403918
378531.0;442783,442783,501073,441505,441505
378533.0;454719
378540.0;438933,439155,445127
378555.0;404236
378559.0;491523,410411
378576.0;456611
378581.0;442764,442765,442763,399997
378583.0;450587,475437
378588.0;439712,442792
378591.0;510474
378593.0;403043
378600.0;474591
378608.0;445148
378613.0;411167,411167,411497,465602,402854,406128,438322,438322,446692
378619.0;442905,439760,442907,442908
378634.0;442973
378636.0;418530
378643.0;431176,411497,402854,448181,497852,438322,434102,402035
378648.0;418820
378653.0;477009,411497,411497,485835,485835,407536,445009,426039,402035,446692,447366,447366
378654.0;419318
378657.0;431747
378659.0;447137,417716
378662.0;416677,445127
378667.0;465142
378673.0;459005
378678.0;416677,416677,439118
378679.0;458714
378680.0;399197
378682.0;469699
378690.0;417338
378703.0;461365
378706.0;484664,484664
378707.0;501593
378711.0;501424
378714.0;486713
378725.0;453939
378726.0;450636
378728.0;438939,438938,438937,481522
378730.0;439982,439970,439990,442811,442820,439986,442823,439985,442813,442815,442817,442818,479630
378733.0;455992,468420
378734.0;439754
378743.0;418168
378745.0;462111,503394
378750.0;404183
378753.0;432492,432492,432564,432564
378757.0;411167,405237,409369,465602,465602,465602,468420,423347,438322,438322,434102,434102
378763.0;438933,439155,445127
378767.0;464706,443838,405685,477009,491594,485835,407536,407536,453703,406128
378769.0;421121
378770.0;465602,465602,402854,407536,407536,453703,434102
378775.0;477920
378777.0;487421,430666,430666
378782.0;442838
378795.0;439645,439644
378800.0;486960,412367
378807.0;408513
378809.0;440045,443178
378817.0;438933
378819.0;447457,447457
378828.0;476096
378829.0;447117
378842.0;455057
378847.0;458176
378848.0;401520,448088,493910,416348
378852.0;435234
378861.0;442682,442681,439001,439000
378862.0;413414,400154,400154,448088,470048,416240,416240,438065
378863.0;473518,465316
378864.0;424089
378866.0;479781
378870.0;469520
378871.0;504701
378874.0;486375
378881.0;443286,433823,433833,433833,433833,443152,443154,443153,443155,484759,400889
378891.0;443111,439829,443135,443134
378892.0;498236,474862,451715,448088,420271,453186,402988,423776
378898.0;439841,442681,416672
378902.0;463526,401147
378908.0;402975
378909.0;443286,439850,433833,399099,420189,420189,484759
378924.0;442973
378928.0;422844,479841
378934.0;439826,443125,442898
378942.0;444682,418957,451715,451715,493910,460488,402988,402988,402988,402988,437202
378951.0;438933
378952.0;475132,497538,443152,443154,443153,443155,443155,507936,412912,508137,420189,409435
378970.0;442973
378973.0;442905,439760,439761,442907,442908,407087,442783
378975.0;442973
378977.0;442972
378981.0;419805
378984.0;442971
378985.0;442905,430807,439761,442907,442908,439138,407087,442972,442783
378986.0;439804
378989.0;442905,439010,439138
378991.0;504318,504323
378993.0;439803
378995.0;419456
379002.0;435920
379017.0;405132,411073
379021.0;476113
379040.0;407627,493684,470742,446940,448697,448697,459195,459195,419577,419577,471841,406348
379042.0;442670,442672
379047.0;440047
379049.0;442911
379050.0;468724
379061.0;438933,439155,416677,440047,445127
379062.0;439155,416677
379080.0;452156
379091.0;410005,410005,410013,410013,403180
379101.0;429706
379105.0;428963,479517,483355
379107.0;497004,419267
379109.0;456118
379110.0;428963,487672,479517,483355,483355
379111.0;454157,497009
379115.0;451972,439078,497529
379117.0;470487
379180.0;455114,431176,411497,411497,411497,468420,497852
379181.0;431176,465602,448181,448181,448181,407536,497852,406128,438322,446692,447366
379184.0;497009
379186.0;487672
379199.0;442898
379202.0;428252,439821,443116,408848
379204.0;408696,408696,439751,443027,442892,443029,443029,443028,443028
379214.0;431287
379223.0;465322
379224.0;436633
379226.0;445758
379227.0;498680,417208
379230.0;442229,487028
379232.0;399654
379233.0;417897
379237.0;443261,439840,493658,416672,443266
379240.0;438933,438933,439155,439155,440047,440047,445127,445127,439779,442761
379242.0;472385,497371
379244.0;442804,442803,439681,401711,439680
379246.0;455057,422457,431060,465373,458994,464121,410446,455239,424454,440814,456535,428521,440505,498381,507034,456580,459676,410569,474999
379250.0;442681,439761,439000
379252.0;422844,401711,400865,431828
379253.0;438933,439155,440047,445127
379255.0;491012,455021,410266,492289,463127,473997,506042,481222,447856,491244,433178
379258.0;490406
379263.0;407627
379271.0;440577
379276.0;439819
379277.0;408820
379284.0;437191
379285.0;469436
379287.0;458565
379288.0;403920,403920,403795
379293.0;433294,438079
379298.0;443104,443103
379301.0;483056
379303.0;446733
379304.0;491855,448585,485865
379312.0;420092,494577,445274
379322.0;428712,406793
379324.0;457140
379328.0;508402
379332.0;446991,471424
379335.0;431176,448181,448181,407536,407536,497852,406128,438322,446692,447366
379337.0;413859
379342.0;482934
379349.0;442801,439146,442800,439149,442797,442798
379357.0;444660
379359.0;442676
379360.0;417745
379361.0;439645,460194,439644
379362.0;431176,411497,411497,465602,448181,407536,497852,434102
379364.0;411167,443838,448181,407536,453703,423347
379371.0;497676,432322
379373.0;495895
379375.0;430129
379377.0;484247
379380.0;419017
379382.0;422556,441104,468000,417338,429264,419966,495566,416976,419107,422976,494924,476535,419264,425612
379384.0;454640,454726,454685
379385.0;415926
379387.0;467580
379389.0;471013,441422
379396.0;440567,443037,443033
379398.0;421979
379403.0;439822
379404.0;443838,443838,416629,448181,468420,423347,423347,423347,406128,402035,446692,447366
379407.0;443838,405685,405685,405685,455114,416629,416629,438322,438322,446692,447366
379412.0;483943,457453,457453
379417.0;438892,438891,438891
379421.0;428381
379425.0;443838,405685,477009,465602,448181,445009,423347,406128,426039,438322
379427.0;426844
379431.0;482212
379433.0;407073
379434.0;439761
379444.0;468776,434486
379448.0;494501
379451.0;435701
379455.0;439149
379464.0;430153
379465.0;439155
379469.0;439756,443263,440357,439008,443266,421939
379473.0;447814,445467
379475.0;432220
379479.0;400611
379481.0;422357
379482.0;464989
379488.0;417745,417879
379493.0;443275,407500
379499.0;495135,424145
379502.0;421091
379504.0;458391
379507.0;443104,442610
379511.0;442677,442676,439645,439644,408781
379514.0;401369,439717
379518.0;403659
379519.0;510702
379520.0;488693
379522.0;416677,416679
379534.0;442677,442676,439645,439644,408781
379536.0;434883
379543.0;442814,439974,442818
379547.0;423289
379549.0;438939,440355,440357
379550.0;442610
379554.0;442908
379558.0;417108
379559.0;409821,409821
379564.0;444390
379573.0;461143
379574.0;419404
379598.0;438933,440017
379599.0;439440
379601.0;481901
379603.0;452240
379617.0;438933,440017
379620.0;439835,447137,439760,439761,442907,442908,407087,447139,447138
379628.0;468040,508075
379643.0;442682,442683,442681,439001
379648.0;399624
379649.0;442801,439146,442800,403671,422462,442798,475501,475499
379650.0;410258,412689,410200
379660.0;438933,440017
379662.0;475403
379664.0;438933,440017
379665.0;435643,435808,492705,460976
379675.0;440160
379684.0;479470
379689.0;493658
379694.0;480801,504567,452636
379695.0;478045
379696.0;439750,443029
379699.0;440948
379707.0;424075
379710.0;430821
379713.0;475150,436323,444088
379715.0;403032
379719.0;465758
379722.0;442907
379729.0;447137
379736.0;403070,446496,433977,434016
379740.0;475554,422709,401438,464583,403710
379743.0;411028,412133,499977
379744.0;408302
379755.0;446679,418606
379756.0;416677
379776.0;437719,480878
379777.0;442804,442803,439681,401711,439680
379782.0;464285,445293,438858
379783.0;496036,412446
379787.0;408588
379789.0;482931,405655
379790.0;487608,448280
379802.0;429831,507578
379805.0;438933
379808.0;443286
379810.0;416677
379811.0;437719,480878
379813.0;426355,506144,458089,510526,502175,409582
379822.0;410194
379826.0;439155,416677,416679,440047
379830.0;509267,464583,405655
379831.0;438933,416677
379841.0;487779,414601
379842.0;416677,439118,442770
379844.0;437719,480878
379851.0;496084
379852.0;428381
379854.0;417531
379860.0;483439
379863.0;413506,447127,447126,508784,462627,457936,409946,438782,471733,407899,469075
379864.0;447137
379868.0;465142,502145,424509,454754
379877.0;442905,407087,420455,505501,440130,402450
379880.0;478409,493386
379882.0;430821,414078,411216,411028,409624,506371,412133,503411,503358
379884.0;443111,439829,443135,443134
379885.0;438933,432524
379886.0;442764,442765,442763
379888.0;422709,481403
379894.0;420455,410194,422709,455239,505501,410569,467682
379897.0;464583
379898.0;437719,480878
379908.0;487779,442260,442260,400153,422722
379923.0;460637,415907
379930.0;488683
379933.0;441871,463129
379941.0;413780,417027
379943.0;438933,439155,448932
379947.0;442821,442810,442816,439985,442815
379948.0;469739
379954.0;437719,480878
379959.0;439625,449465,506160,510526,510526,482524,424509,484853
379965.0;439760,407277,491761,407314,439761,407087,407318,414324,413699,407337,413739
379967.0;416348
379970.0;460650
379971.0;412607,399199,405023,440813
379972.0;406259
379977.0;438788
379987.0;437719,480878
379989.0;399763
379990.0;442764,439760,442765,439761,439096,407087,439097,439094,439018,442706,439020,442705,442704,406054,439019,413739,439404
379992.0;486960
379996.0;449195
380001.0;487279
380005.0;506193,481014
380008.0;445101
380011.0;444331
380022.0;439835,409023,439836,442681,447139,447138
380028.0;472715
380032.0;438933,439155
380037.0;409438,501853
380045.0;422995
380050.0;442683
380055.0;464706,443838
380060.0;438933,439155
380062.0;417745
380066.0;442819,486003
380068.0;442898,442896
380069.0;408974,434305,467093,492506
380070.0;416677
380073.0;439825,443127,408861
380076.0;438939,439760,442947,439761,442907,442908,407087,407761,439779,442946,442948,414020,439784
380079.0;443287,439850,442682,439841,416675,442681,439001,439000,439645,497676,416672,416672,443087,439814,408781
380088.0;439982,439979,475937,439980
380092.0;445816
380100.0;439000
380103.0;438463
380106.0;471557
380109.0;443263,454010
380112.0;437384
380113.0;475840,422347
380115.0;438933,439155,416677,440047,445127
380123.0;439155,416677
380127.0;439760,407277,491761,407314,439761,407087,407318,429842,413699,407337
380135.0;438933,445127
380139.0;434399
380144.0;416677,440047
380157.0;441103
380162.0;470727
380167.0;429014
380182.0;438933,439155,416677,445127,510702
380185.0;416677,440047,445127
380192.0;439155,416677,440047
380193.0;443124
380194.0;507148
380196.0;444721
380198.0;443261,442670
380200.0;406548
380202.0;439155,416677
380208.0;464639
380216.0;438933,439155,440047,445127
380223.0;438933,439155,416677,445127
380226.0;399511
380230.0;503915,488525
380234.0;438933,416677
380236.0;489680
380241.0;469443
380242.0;400792
380243.0;457024
380261.0;438933,440047
380280.0;438933,445127
380281.0;492592
380287.0;439841,442681,439645,416672
380288.0;438933,416677,445127
380291.0;420189
380292.0;432792
380293.0;438933,416677
380297.0;416678
380299.0;430807,439138
380306.0;438933,439155,440047
380307.0;439155
380308.0;445127
380310.0;445127
380312.0;416677
380314.0;439155,416677,440047
380316.0;438933,439155
380319.0;439155,445127
380320.0;415328
380323.0;416677,445127
380324.0;437979,447955,484750
380327.0;438933,439155,416677,440047,445127
380331.0;438933,416677,445127
380339.0;438933,416677,445127,439079,442971,439803,439804,442972,442973,442760,439078
380344.0;419586
380347.0;486920
380350.0;419085,483137,466855,482466,465027
380353.0;492775,470053,503033,436124
380357.0;442682,442681,439001,439000,439645,416672
380364.0;443821
380369.0;426844
380376.0;444682
380379.0;423810,431902
380381.0;495267,471321,435666,421415,484077
380383.0;438933,440047
380399.0;438933,416677,445127
380403.0;405351,407228,410950
380407.0;464639,439439,439439
380414.0;409307
380422.0;409793
380425.0;420971
380426.0;443104,443103
380428.0;412992
380434.0;410932
380441.0;412992
380442.0;439155,416677
380444.0;439835
380450.0;412992
380452.0;438933,416677,445127
380455.0;464639
380466.0;438933,416677,445127
380470.0;438933,438933,416677
380474.0;438933,438933,416677,416677,445127,445127
380478.0;468430
380479.0;464639
380481.0;472824,456000
380482.0;466907
380483.0;438933,440017
380489.0;438003
380496.0;416677,445127
380501.0;415401
380503.0;438933
380508.0;497753
380514.0;438933,416677,416678
380519.0;438933,416677,445127
380520.0;494570,407023,441091
380528.0;438933,445127
380530.0;412992
380539.0;473769
380543.0;440776,440772
380551.0;497669
380553.0;479847
380555.0;445127
380561.0;445127
380565.0;416677,445127
380574.0;416677,445127
380580.0;416677
380583.0;412345
380584.0;410255
380587.0;438003
380589.0;462582
380591.0;416677,445127
380592.0;440351,440351,440351,440355,439982,440357,440357,440357,421116,442757,439990,442820,439986,442809,442810,442814,439987,439987,442822,439874,442813,442817,483832,456535,429863,491244
380593.0;417531,406987
380595.0;439835,409023,439836,443170,443173,439831
380599.0;445127
380604.0;501042
380605.0;440351,440351,440355,440355,440355,440355,439979,439979,440357,440357,412177,439990,439990,439990,439990,439990,439986,439986,439986,439986,439986,442809,442809,442809,442809,442809,442810,442810,442816,442816,442816,442816,442816,442814,442814,442814,439987,439987,439987,442813,442813,442813,442813,442815,442815,442815,439980,439980,442817,442817,442817,502068,454605
380620.0;465479,474347
380621.0;438933,439155,416677,440047,445127
380622.0;439010
380627.0;445127,407087
380631.0;440047,445127
380632.0;464639,439439,439439
380641.0;443179
380642.0;438933,445127
380647.0;438933,439155
380650.0;439118
380651.0;438933,445127
380653.0;438933,416677
380658.0;459401
380660.0;416677,445127
380664.0;416677,445127
380666.0;438933,416677
380668.0;403622
380669.0;439155,440047
380676.0;453256
380678.0;442681,439979,439979,439990,439990,439990,439990,439990,439986,439986,439986,439986,442809,442809,442809,442809,442810,442816,442816,442816,442816,442816,442816,442814,442814,439987,439987,413786,413786,413780,413767,413776,413773,442813,442813,442813,442813,442815,442815,442815,439980,439980,442817,442817,442817,413792,413798
380682.0;427708
380690.0;416677
380693.0;464583
380703.0;438933
380708.0;440351,440355,440355,440355,439979,439979,440357,442756,442757,439001,439000,439990,439990,439990,439990,439986,439986,439986,439986,442809,442809,442809,442809,442810,442816,442816,442816,442816,442814,442814,439987,439987,413786,413786,413780,413767,413776,413773,442813,442813,442813,442813,442813,442815,442815,439980,439980,442817,442817,481901,413792,413798,413802,413810
380712.0;442675,442675,442677,442677,442676,442676,439645,439644
380720.0;430003
380724.0;407475,470122
380727.0;438933
380729.0;417745
380731.0;461217
380732.0;489130,452483,418957,451715,418572,402988,402988,504761
380740.0;459660
380745.0;438933,416677,445127,442706,442705,442704
380746.0;416677
380748.0;438933,440017,442905,442908
380750.0;438933,440017,439018,439020,442705
380753.0;400154,429629,420271,423776,438065
380754.0;438933,440017,442908
380758.0;438933,440017
380759.0;442681,442756,442757,439001,439990,439986,439986,442809,442810,442816,442816,442814,439987,413786,442815,442815,501808,501808,501808,501808,501808,413552,413552,413552,413552,413577,413577,413577,413577,413580,413580,413580,413580,442817,421442,483808
380760.0;438933,440017,439760,439761
380764.0;415127
380767.0;445127
380769.0;459305
380778.0;448388
380781.0;438933
380785.0;439818,459305
380787.0;445127
380790.0;508197
380791.0;439819,459305
380794.0;438933
380796.0;439760
380798.0;438933,416677,445127
380799.0;433886
380800.0;413432,442783,450636,439718
380801.0;462667
380807.0;438938
380813.0;439818,459305
380815.0;439818
380816.0;421724,494894
380817.0;442683,439001,439000,413786,413780,413767,413776,413773,413699,481901,481901,483832,421442,413739,413739
380820.0;438933,438933,416677,416677,445127,445127,442672
380822.0;439155,445127,439751
380823.0;442755,408484,416217
380826.0;438933,416677,445127,413788,413786,413780,413767,413776,413773,413792,413798,413802,413810,459305
380828.0;442784,442784,439138,442783,442786
380831.0;501593
380832.0;429467
380834.0;442905,407087,418003
380836.0;407039,409499
380839.0;408654
380843.0;423467,423237,423232,423394,423432
380849.0;443084,443083,402071,423406
380850.0;412992
380856.0;438933,438933,416677,416677,445127,445127,439818,459305
380860.0;438933,416677,445127,442971,439803,439804,442972,442973
380864.0;438933,416677,445127,439818
380868.0;438933,438933,416677,416677,445127,445127,439818,442738,442737,442721,442736,442739,442731
380871.0;438933,416677,445127,439819,438997,442678,442679,442680,459305
380876.0;442824,442825,443175,439998,440001,442826
380885.0;489130,444682,403070,401520,401520,451715,451715,451715,451715,424380,419251,402988,402988
380896.0;438933,439155,416677,416677,445127
380898.0;416677,445127
380900.0;438933,416677
380903.0;468161,430901
380904.0;438933,439155,416677,445127
380910.0;438933,439155,416677,445127
380915.0;438933,439155,416677,445127
380918.0;438933,439155,416677,445127
380921.0;438933,439155,416677,445127
380925.0;438933,439155,416677,445127
380926.0;438933,439155,416677,445127
380954.0;438933,439155,416677,445127
380958.0;438933,439155,416677,445127
380960.0;438933,439155,416677,445127,431808
380961.0;438933,439155,416677,445127
380962.0;438933,439155,416677,445127,444789
380964.0;438933,439155,416677,445127
380979.0;442681
380980.0;508438,508386,508390,507936,440999,441000
380981.0;443287,439850,416675,439851,442681,439645,439645,416672,416672
380986.0;483688
380987.0;407475
380988.0;404103,399452,494487,418970
380990.0;439645,416672
380991.0;438003
380992.0;407498,407487
380999.0;416784
381001.0;459660
381002.0;415892,424454,424454,506371,418408
381003.0;439645,416672
381004.0;465081
381007.0;439625,415892,425775,504425
381011.0;421626
381013.0;411525,415646,441294,446450
381014.0;401520
381017.0;425307
381019.0;429643
381021.0;439645,416672
381026.0;439645,439712,439713,442790,442791,416672
381033.0;439756,439755,442957,440489,497538,443152,443163,418327,440813,432679
381034.0;463239,404484,418003
381036.0;490152
381037.0;507578
381038.0;451272
381041.0;413738
381042.0;443286,443286,443287,443287,439850,443288,416675,416675,439851,408277,443152,443151,443163,443163,443153,443157,443162,412912,432556,399099
